-39539626,10
-39539626,11
-39539626,12
-39539626,13
-39539626,14
-39539626,15
-39539626,16
-39539626,17
-39539626,18
-39539626,19
-39539626,20
-39539626,21
-39539626,22
-39539626,23
-39539626,24
-39539626,25
-39539626,26
-39539626,27
-39539626,28
-39539626,29
-39539626,30
-39539626,31
-39539626,32
-39539626,33
-39539626,34
:1154372516_1,35
:1154372516_9,36
-5445204#2,37
-5445204#2,38
-5445204#2,39
-5445204#2,40
-5445204#2,41
-5445204#2,42
-5445204#2,43
-5445204#2,44
-5445204#2,45
:252726232_7,46
:252726232_7,47
-5445204#1,48
-5445204#1,49
-5445204#1,50
-5445204#1,51
-5445204#1,52
-5445204#1,53
-5445204#1,54
-5445204#1,55
:cluster_1291385694_36814051_6,56
113939244#2,57
113939244#2,58
113939244#2,59
113939244#2,60
113939244#2,61
113939244#2,62
113939244#2,63
113939244#2,64
113939244#2,65
113939244#2,66
:335145965_2,67
:335145965_2,68
:335145965_2,69
:335145965_2,70
-126606716,71
-126606716,72
-126606716,73
-126606716,74
-126606716,75
-126606716,76
-126606716,77
-126606716,78
-126606716,79
-126606716,80
-126606716,81
-126606716,82
-126606716,83
-126606716,84
-126606716,85
-126606716,86
-126606716,87
-126606716,88
-126606716,89
-126606716,90
-126606716,91
-126606716,92
-126606716,93
-126606716,94
-126606716,95
-126606716,96
-126606716,97
-126606716,98
-126606716,99
-126606716,100
-126606716,101
-126606716,102
-126606716,103
-126606716,104
-126606716,105
-126606716,106
-126606716,107
-126606716,108
-126606716,109
-126606716,110
-126606716,111
-126606716,112
-126606716,113
-126606716,114
-126606716,115
-126606716,116
-126606716,117
-126606716,118
